iter	Passed	Remaining
157	628	3351
158	632	3346
159	636	3340
160	639	3333
161	643	3327
162	647	3324
163	651	3319
164	654	3313
165	658	3307
166	662	3303
167	666	3298
168	669	3292
169	673	3286
170	677	3282
171	680	3277
172	684	3270
173	687	3265
174	691	3259
175	696	3259
176	699	3252
177	703	3247
178	706	3241
179	711	3240
180	714	3234
181	718	3229
182	722	3224
183	726	3221
184	730	3216
185	733	3209
186	736	3203
187	740	3199
188	744	3193
189	747	3188
190	751	3184
191	755	3179
192	759	3177
193	763	3171
194	767	3167
195	771	3163
196	775	3162
197	779	3157
198	783	3152
199	786	3147
200	791	3144
201	794	3140
202	798	3134
203	801	3129
204	806	3128
205	810	3122
206	813	3116
207	817	3111
208	821	3107
209	823	3097
210	826	3091
211	830	3087
212	834	3083
213	838	3079
214	842	3074
215	845	3069
216	849	3063
217	853	3059
218	856	3055
219	860	3049
220	863	3044
221	867	3039
222	871	3037
223	875	3031
224	879	3028
225	882	3022
226	890	3032
227	894	3028
228	898	3024
229	902	3023
230	907	3019
231	911	3017
232	915	3012
233	919	3010
234	923	3007
235	927	3003
236	931	2998
237	936	2996
238	939	2992
239	943	2988
240	947	2984
241	952	2982
242	955	2977
243	959	2973
244	962	2967
245	967	2965
246	971	2960
247	974	2956
248	979	2954
249	983	2950
250	987	2948
251	992	2946
252	997	2945
253	1001	2940
254	1004	2935
255	1009	2932
256	1013	2929
257	1016	2924
258	1019	2917
259	1023	2913
260	1027	2909
261	1031	2904
262	1034	2899
263	1038	2896
264	1042	2891
265	1046	2887
266	1049	2882
267	1053	2877
268	1056	2871
269	1059	2865
270	1063	2861
271	1067	2857
272	1071	2853
273	1075	2848
274	1078	2844
275	1082	2840
276	1086	2836
277	1090	2831
278	1094	2828
279	1097	2822
280	1101	2818
281	1105	2814
282	1109	2810
283	1112	2805
284	1117	2803
285	1121	2799
286	1125	2796
287	1128	2791
288	1132	2787
289	1136	2782
290	1141	2780
291	1144	2775
292	1148	2772
293	1152	2768
294	1157	2765
295	1160	2761
296	1164	2756
297	1168	2752
298	1172	2748
299	1175	2743
300	1179	2740
301	1183	2735
302	1187	2730
303	1190	2726
304	1194	2722
305	1198	2718
306	1202	2713
307	1206	2710
308	1209	2705
309	1213	2701
310	1217	2696
311	1222	2694
312	1225	2689
313	1229	2685
314	1233	2681
315	1237	2677
316	1240	2673
317	1244	2668
318	1247	2664
319	1251	2660
320	1255	2655
321	1259	2652
322	1263	2647
323	1266	2643
324	1270	2639
325	1274	2634
326	1277	2629
327	1280	2624
328	1286	2623
329	1290	2619
330	1293	2615
331	1298	2612
332	1302	2608
333	1305	2603
334	1309	2600
335	1313	2595
336	1317	2591
337	1320	2587
338	1324	2582
339	1328	2578
340	1332	2574
341	1335	2569
342	1339	2566
343	1343	2561
344	1346	2556
345	1351	2554
346	1355	2549
347	1358	2545
348	1361	2540
349	1365	2536
350	1369	2531
351	1373	2527
352	1376	2523
353	1380	2519
354	1384	2514
355	1388	2511
356	1391	2507
357	1395	2502
358	1399	2498
359	1403	2495
360	1407	2490
361	1410	2486
362	1414	2481
363	1417	2477
364	1421	2473
365	1425	2469
366	1434	2474
367	1437	2469
368	1441	2464
369	1445	2461
370	1448	2456
371	1452	2452
372	1456	2447
373	1460	2444
374	1465	2442
375	1468	2437
376	1472	2433
377	1477	2430
378	1480	2426
379	1484	2422
380	1488	2418
381	1493	2415
382	1495	2408
383	1498	2403
384	1503	2402
385	1508	2399
386	1512	2395
387	1516	2391
388	1520	2387
389	1525	2385
390	1528	2380
391	1532	2376
392	1535	2371
393	1539	2367
394	1543	2363
395	1546	2359
396	1550	2354
397	1553	2350
398	1557	2346
399	1561	2342
400	1565	2338
401	1568	2333
402	1572	2330
403	1576	2325
404	1579	2321
405	1583	2316
406	1587	2313
407	1591	2309
408	1595	2305
409	1599	2301
410	1603	2298
411	1607	2294
412	1611	2290
413	1614	2285
414	1619	2282
415	1623	2278
416	1626	2274
417	1630	2270
418	1634	2266
419	1638	2262
420	1642	2259
421	1646	2255
422	1650	2252
423	1655	2248
424	1659	2244
425	1662	2240
426	1667	2237
427	1671	2233
428	1674	2229
429	1678	2225
430	1682	2221
431	1686	2217
432	1690	2213
433	1694	2209
434	1697	2205
435	1701	2201
436	1705	2197
437	1709	2193
438	1712	2188
439	1717	2185
440	1721	2181
441	1724	2177
442	1728	2173
443	1732	2170
444	1737	2167
445	1741	2163
446	1745	2159
447	1749	2156
448	1753	2151
449	1757	2148
450	1761	2144
451	1766	2141
452	1769	2136
453	1773	2132
454	1776	2128
455	1781	2125
456	1785	2121
457	1789	2117
458	1792	2113
459	1798	2111
460	1802	2107
461	1806	2103
462	1809	2099
463	1814	2095
464	1817	2091
465	1821	2087
466	1824	2082
467	1829	2079
468	1833	2075
469	1837	2071
470	1840	2067
471	1845	2064
472	1848	2059
473	1851	2055
474	1855	2050
475	1858	2045
476	1862	2042
477	1866	2038
478	1869	2033
479	1872	2028
480	1877	2025
481	1881	2021
482	1884	2016
483	1887	2012
484	1891	2008
485	1895	2005
486	1899	2000
487	1902	1996
488	1906	1992
489	1912	1990
490	1915	1986
491	1919	1981
492	1922	1977
493	1927	1974
494	1931	1970
495	1934	1965
496	1938	1961
497	1942	1957
498	1945	1953
499	1949	1949
500	1952	1944
501	1956	1940
502	1960	1936
503	1963	1932
504	1967	1928
505	1970	1924
506	1974	1920
507	1978	1916
508	1982	1912
509	1985	1907
510	1990	1904
511	1994	1900
512	1997	1896
513	2001	1892
514	2006	1889
515	2009	1885
516	2013	1880
517	2016	1876
518	2020	1872
519	2024	1868
520	2028	1864
521	2031	1860
522	2035	1856
523	2039	1853
524	2043	1849
525	2047	1844
526	2050	1840
527	2055	1837
528	2059	1834
529	2063	1829
530	2067	1825
531	2071	1822
532	2074	1817
533	2078	1813
534	2081	1809
535	2086	1806
536	2090	1802
537	2093	1798
538	2097	1793
539	2101	1790
540	2105	1786
541	2108	1781
542	2112	1777
543	2115	1773
544	2119	1769
545	2123	1765
546	2126	1761
547	2130	1757
548	2134	1753
549	2138	1749
550	2141	1745
551	2145	1740
552	2149	1737
553	2153	1733
554	2156	1729
555	2160	1725
556	2163	1720
557	2180	1727
558	2188	1726
559	2195	1724
560	2201	1722
561	2206	1719
562	2210	1716
563	2215	1713
564	2220	1709
565	2223	1705
566	2227	1700
567	2231	1697
568	2235	1693
569	2239	1689
570	2242	1685
571	2247	1681
572	2250	1677
573	2254	1673
574	2258	1669
575	2262	1665
576	2266	1661
577	2270	1657
578	2273	1653
579	2279	1650
580	2282	1646
581	2286	1642
582	2289	1637
583	2294	1634
584	2298	1630
585	2301	1625
586	2305	1622
587	2309	1618
588	2313	1614
589	2317	1610
590	2320	1606
591	2324	1601
592	2327	1597
593	2331	1593
594	2334	1589
595	2338	1585
596	2343	1581
597	2346	1577
598	2350	1573
599	2353	1569
600	2358	1565
601	2361	1561
602	2365	1557
603	2369	1553
604	2373	1549
605	2377	1545
606	2380	1541
607	2384	1537
608	2387	1533
609	2391	1529
610	2395	1525
611	2398	1520
612	2402	1516
613	2407	1513
614	2410	1509
615	2414	1505
616	2417	1500
617	2422	1497
618	2426	1493
619	2429	1489
620	2433	1485
621	2437	1481
622	2440	1477
623	2444	1473
624	2448	1469
625	2451	1464
626	2456	1461
627	2459	1457
628	2463	1453
629	2467	1448
630	2472	1445
631	2475	1441
632	2479	1437
633	2483	1433
634	2487	1429
635	2491	1425
636	2494	1421
637	2498	1417
638	2503	1414
639	2506	1410
640	2510	1405
641	2513	1401
642	2517	1397
643	2521	1393
644	2525	1389
645	2528	1385
646	2532	1381
647	2536	1377
648	2539	1373
649	2543	1369
650	2546	1365
651	2551	1361
652	2554	1357
653	2558	1353
654	2561	1349
655	2565	1345
656	2569	1341
657	2573	1337
658	2576	1333
659	2580	1329
660	2584	1325
661	2587	1321
662	2591	1317
663	2594	1312
664	2598	1309
665	2602	1305
666	2605	1300
667	2609	1296
668	2612	1292
669	2616	1288
670	2620	1284
671	2623	1280
672	2627	1276
673	2631	1272
674	2635	1268
675	2638	1264
676	2642	1260
677	2646	1256
678	2650	1252
679	2653	1248
680	2657	1244
681	2660	1240
682	2664	1236
683	2668	1232
684	2671	1228
685	2675	1224
686	2679	1220
687	2683	1216
688	2686	1212
689	2689	1208
690	2694	1204
691	2697	1200
692	2701	1196
693	2704	1192
694	2707	1188
695	2712	1184
696	2715	1180
697	2719	1176
698	2722	1172
699	2726	1168
700	2730	1164
701	2733	1160
702	2737	1156
703	2740	1152
704	2745	1148
705	2748	1144
706	2751	1140
707	2755	1136
708	2759	1132
709	2763	1128
710	2766	1124
711	2770	1120
712	2773	1116
713	2777	1112
714	2781	1108
715	2784	1104
716	2788	1100
717	2792	1096
718	2795	1092
719	2799	1088
720	2802	1084
721	2807	1080
722	2810	1076
723	2813	1072
724	2817	1068
725	2820	1064
726	2823	1060
727	2827	1056
728	2830	1052
729	2833	1048
730	2837	1044
731	2841	1040
732	2844	1036
733	2848	1032
734	2851	1028
735	2855	1024
736	2859	1020
737	2862	1016
738	2866	1012
739	2869	1008
740	2873	1004
741	2876	1000
742	2879	996
743	2883	992
744	2888	988
745	2891	984
746	2894	980
747	2898	976
748	2901	972
749	2905	968
750	2909	964
751	2912	960
752	2915	956
753	2920	952
754	2923	948
755	2927	944
756	2930	940
757	2934	936
758	2937	932
759	2941	928
760	2944	924
761	2947	920
762	2952	917
763	2955	913
764	2959	908
765	2962	904
766	2966	901
767	2970	897
768	2973	893
769	2976	889
770	2980	885
771	2984	881
772	2988	877
773	2993	874
774	2999	870
775	3002	866
776	3007	863
777	3011	859
778	3016	855
779	3020	851
780	3023	847
781	3026	843
782	3030	839
783	3034	835
784	3037	832
785	3041	828
786	3044	823
787	3068	825
788	3071	821
789	3075	817
790	3078	813
791	3082	809
792	3085	805
793	3089	801
794	3092	797
795	3096	793
796	3100	789
797	3103	785
798	3107	781
799	3110	777
800	3114	773
801	3117	769
802	3121	765
803	3124	761
804	3128	757
805	3132	753
806	3135	749
807	3139	745
808	3142	741
809	3146	738
810	3149	734
811	3153	730
812	3156	726
813	3160	722
814	3164	718
815	3167	714
816	3170	710
817	3175	706
818	3179	702
819	3183	698
820	3187	694
821	3190	690
822	3194	687
823	3198	683
824	3201	679
825	3205	675
826	3209	671
827	3213	667
828	3216	663
829	3220	659
830	3224	655
831	3227	651
832	3231	647
833	3235	643
834	3239	640
835	3243	636
836	3246	632
837	3249	628
838	3253	624
839	3257	620
840	3261	616
841	3264	612
842	3267	608
843	3270	604
844	3274	600
845	3278	596
846	3281	592
847	3285	588
848	3289	585
849	3292	581
850	3296	577
851	3299	573
852	3302	569
853	3306	565
854	3310	561
855	3313	557
856	3317	553
857	3321	549
858	3324	545
859	3327	541
860	3331	537
861	3334	533
862	3338	529
863	3341	525
864	3344	521
865	3347	518
866	3351	514
867	3355	510
868	3358	506
869	3362	502
870	3365	498
871	3369	494
872	3372	490
873	3376	486
874	3379	482
875	3383	478
876	3406	477
877	3414	474
878	3421	471
879	3427	467
880	3431	463
881	3436	459
882	3440	455
883	3445	452
884	3449	448
885	3453	444
886	3456	440
887	3460	436
888	3463	432
889	3467	428
890	3470	424
891	3474	420
892	3477	416
893	3481	412
894	3492	409
895	3495	405
896	3499	401
897	3503	397
898	3506	393
899	3510	390
900	3513	386
901	3517	382
902	3521	378
903	3524	374
904	3527	370
905	3532	366
906	3535	362
907	3539	358
908	3542	354
909	3546	350
910	3550	346
911	3553	342
912	3556	338
913	3560	334
914	3564	331
915	3567	327
916	3571	323
917	3574	319
918	3578	315
919	3582	311
920	3585	307
921	3588	303
922	3592	299
923	3596	295
924	3600	291
925	3603	287
926	3606	284
927	3610	280
928	3614	276
929	3617	272
930	3620	268
931	3624	264
932	3628	260
933	3631	256
934	3635	252
935	3638	248
936	3641	244
937	3645	240
938	3649	237
939	3652	233
940	3655	229
941	3660	225
942	3663	221
943	3666	217
944	3670	213
945	3673	209
946	3677	205
947	3681	201
948	3685	198
949	3688	194
950	3692	190
951	3696	186
952	3699	182
953	3703	178
954	3707	174
955	3710	170
956	3714	166
957	3717	162
958	3720	159
959	3724	155
960	3728	151
961	3731	147
962	3735	143
963	3738	139
964	3742	135
965	3745	131
966	3749	127
967	3752	124
968	3756	120
969	3760	116
970	3763	112
971	3766	108
972	3770	104
973	3773	100
974	3777	96
975	3780	92
976	3783	89
977	3788	85
978	3791	81
979	3795	77
980	3798	73
981	3802	69
982	3806	65
983	3810	61
984	3813	58
985	3816	54
986	3821	50
987	3824	46
988	3828	42
989	3831	38
990	3834	34
991	3838	30
992	3842	27
993	3845	23
994	3848	19
995	3853	15
996	3856	11
997	3859	7
998	3862	3
999	3866	0
