iter	Logloss
259	0.3561268358
260	0.3559477168
261	0.3558157142
262	0.3556207796
263	0.3554507582
264	0.3553054967
265	0.3550688366
266	0.3548959519
267	0.3547377624
268	0.3546631783
269	0.3545679343
270	0.3545002439
271	0.3543125559
272	0.3541953464
273	0.3539914447
274	0.3539159072
275	0.3538596075
276	0.3537063099
277	0.3535919781
278	0.3534289227
279	0.3533462433
280	0.3532305609
281	0.3531487282
282	0.3530477563
283	0.3529730232
284	0.3528601642
285	0.3527488052
286	0.3526782109
287	0.3525561329
288	0.3524564645
289	0.3523644593
290	0.3522383097
291	0.3520599657
292	0.351976693
293	0.351811493
294	0.351656895
295	0.3515255577
296	0.3514317317
297	0.351313723
298	0.351111616
299	0.3509613919
300	0.3507625466
301	0.3506960053
302	0.3505710065
303	0.3504440092
304	0.350248441
305	0.3500576536
306	0.3500240748
307	0.3496725233
308	0.3495493909
309	0.3493349759
310	0.3491047062
311	0.3489969253
312	0.3488831806
313	0.3487738409
314	0.3486582839
315	0.3484769248
316	0.3483656771
317	0.3482283067
318	0.3480947285
319	0.3480258215
320	0.347845644
321	0.3476935646
322	0.3476187682
323	0.347455128
324	0.3473701504
325	0.3472414063
326	0.3472326251
327	0.3471211661
328	0.3469677445
329	0.346891791
330	0.3467628719
331	0.3465870336
332	0.3464581183
333	0.3463162209
334	0.3462680209
335	0.3461693775
336	0.3461042581
337	0.3459829708
338	0.3458974848
339	0.3457485684
340	0.345648271
341	0.3454590601
342	0.3453560109
343	0.3452281673
344	0.3450924877
345	0.3448940425
346	0.3447447729
347	0.3446686404
348	0.3445993291
349	0.3444363654
350	0.3442760223
351	0.3441692612
352	0.3440378031
353	0.3438818582
354	0.3436982336
355	0.3435634351
356	0.3433708252
357	0.3432579423
358	0.3431633678
359	0.3431016602
360	0.3429538555
361	0.3428741034
362	0.3427589317
363	0.3425980629
364	0.3425362452
365	0.3423839587
366	0.3422155552
367	0.3421340098
368	0.3419953613
369	0.3419358937
370	0.3418332302
371	0.3417166885
372	0.3416506007
373	0.3415130517
374	0.3414679157
375	0.3412864019
376	0.3411818913
377	0.3409780504
378	0.3408949339
379	0.3407630321
380	0.3406645177
381	0.3405354584
382	0.3405331251
383	0.3404481442
384	0.3403136658
385	0.3401179473
386	0.3400291759
387	0.3398394401
388	0.3396976316
389	0.3394821957
390	0.3393458556
391	0.3392187598
392	0.3391422698
393	0.3390006226
394	0.3388801776
395	0.3386386988
396	0.3385162043
397	0.3384207272
398	0.3382715463
399	0.338143601
400	0.3379768372
401	0.337885789
402	0.3378556674
403	0.3377607579
404	0.3376726347
405	0.337549489
406	0.3374629641
407	0.337322732
408	0.3372375089
409	0.337157335
410	0.337004148
411	0.3368893989
412	0.3367906169
413	0.3366617861
414	0.3365652464
415	0.3364557222
416	0.33641735
417	0.3363172863
418	0.3362022618
419	0.3360412488
420	0.3359036721
421	0.3357523926
422	0.3356010955
423	0.3354641261
424	0.335389517
425	0.3352291362
426	0.335151576
427	0.3350055854
428	0.3349103051
429	0.3347223683
430	0.3346569112
431	0.3345409426
432	0.3344530977
433	0.3343574203
434	0.3342836254
435	0.3342089175
436	0.3340439296
437	0.3339168459
438	0.3337938446
439	0.3336960088
440	0.333627391
441	0.3334951653
442	0.3333809081
443	0.333322041
444	0.3332136216
445	0.3330970852
446	0.3330430305
447	0.3329603249
448	0.3328772503
449	0.3327397439
450	0.3325403071
451	0.3324377509
452	0.3323957983
453	0.3322338799
454	0.3321023495
455	0.3320013177
456	0.3319193735
457	0.331817649
458	0.3316376205
459	0.3315115438
460	0.3313717895
461	0.3312553348
462	0.331096447
463	0.3308879216
464	0.3308007347
465	0.3307282689
466	0.3305181229
467	0.3303443086
468	0.3301994667
469	0.3301176005
470	0.3300517081
471	0.3299968883
472	0.3298737021
473	0.3297748078
474	0.3297163017
475	0.3296350271
476	0.3294797116
477	0.3294061356
478	0.3293620866
479	0.3292550403
480	0.3291307101
481	0.3289676734
482	0.3287959428
483	0.3286729673
484	0.3286094393
485	0.3285574472
486	0.3284984826
487	0.3284509989
488	0.3283016221
489	0.3282286755
490	0.3281826411
491	0.3280450225
492	0.3279040616
493	0.3278709389
494	0.3277792598
495	0.3276892485
496	0.3275242353
497	0.3274328754
498	0.327373129
499	0.3272548791
500	0.3271135628
501	0.326979482
502	0.3268920312
503	0.3267243379
504	0.3266164587
505	0.3265528235
506	0.3264337656
507	0.3263301428
508	0.3262682848
509	0.3261889362
510	0.3260105654
511	0.3259093296
512	0.3257966845
513	0.3256917169
514	0.3255915214
515	0.3254201272
516	0.3252558197
517	0.3252022721
518	0.3251059932
519	0.3250087167
520	0.3249089106
521	0.3248593261
522	0.324729151
523	0.3246503423
524	0.3245262113
525	0.3244466264
526	0.3243652471
527	0.3242908403
528	0.3241186083
529	0.3240435029
530	0.3239374042
531	0.3237443898
532	0.323629894
533	0.3235217781
534	0.3234539266
535	0.3233344505
536	0.3232572202
537	0.3231704012
538	0.3231307653
539	0.3229956958
540	0.3228884856
541	0.322723833
542	0.3226465227
543	0.3225305334
544	0.3223679232
545	0.322255767
546	0.3221512422
547	0.3220915976
548	0.3219811891
549	0.3219078852
550	0.3218328124
551	0.3217057195
552	0.3216512506
553	0.3215064175
554	0.3213438563
555	0.3212808688
556	0.3211229111
557	0.321025087
558	0.3209272142
559	0.3208338093
560	0.3206740929
561	0.320594952
562	0.3205371725
563	0.3204678766
564	0.3203952494
565	0.3203675184
566	0.3202493937
567	0.3200956343
568	0.3200353163
569	0.3199855477
570	0.3198703733
571	0.3198006882
572	0.319722194
573	0.3196073339
574	0.3195451368
575	0.3194565065
576	0.3193441547
577	0.3192899387
578	0.3191693511
579	0.3191010385
580	0.3189541704
581	0.318855114
582	0.3187420708
583	0.3186430541
584	0.3185587126
585	0.3183982699
586	0.3183578015
587	0.318307748
588	0.3181193023
589	0.3180487194
590	0.3179917702
591	0.317862041
592	0.3178008909
593	0.3177281549
594	0.3177029848
595	0.3175749751
596	0.3174280289
597	0.3173423128
598	0.3173083973
599	0.3171820637
600	0.3170848348
601	0.3170050611
602	0.3169678698
603	0.3168655444
604	0.3167986681
605	0.3166848373
606	0.3165880504
607	0.3165261948
608	0.3163617628
609	0.3162507622
610	0.3161809279
611	0.3160748501
612	0.3160246986
613	0.3159711036
614	0.3158785814
615	0.315825542
616	0.3157942474
617	0.3156981435
618	0.3155668762
619	0.3154661462
620	0.3153476134
621	0.3152145556
622	0.3150515131
623	0.3149642724
624	0.3149057053
625	0.3148540165
626	0.3146756758
627	0.3145489358
628	0.3144582418
629	0.3143483714
630	0.3142965584
631	0.3142204024
632	0.3141179116
633	0.3139987979
634	0.313862667
635	0.3138085169
636	0.3137045783
637	0.3136484862
638	0.3135367368
639	0.3134214946
640	0.3133774895
641	0.3133231732
642	0.3132093269
643	0.3130910145
644	0.3130367378
645	0.3129939789
646	0.3128144388
647	0.3126819757
648	0.3126296946
649	0.3124977152
650	0.3123858707
651	0.3122847558
652	0.3121713472
653	0.3121146254
654	0.3119699334
655	0.3119176189
656	0.311798008
657	0.3116922866
658	0.3116363585
659	0.3115287968
660	0.3114567485
661	0.3113639152
662	0.3113108859
663	0.3112603332
664	0.3111656857
665	0.3110873661
666	0.3108962412
667	0.310734879
668	0.3106664156
669	0.3105152658
670	0.3104024945
671	0.3103259754
672	0.3102656846
673	0.3101984966
674	0.3101144394
675	0.3100785397
676	0.3100110275
677	0.3099655097
678	0.3098694105
679	0.3097928265
680	0.3097304177
681	0.3096274541
682	0.3095744071
683	0.3094438555
684	0.3094104272
685	0.3093442621
686	0.3092191348
687	0.3091545899
688	0.3090350636
689	0.3089271482
690	0.3088247257
691	0.3086913173
692	0.3085767923
693	0.3084851067
694	0.3083499216
695	0.3082607725
696	0.3082399304
697	0.3081081573
698	0.3080581198
699	0.3079407528
700	0.3078466097
701	0.3077648034
702	0.3076708258
703	0.3075598369
704	0.3074796183
705	0.3073822484
706	0.3073055849
707	0.307257714
708	0.3072061701
709	0.3071441839
710	0.3070763481
711	0.3069329682
712	0.3068378048
713	0.3067577545
714	0.3066284344
715	0.3065359891
716	0.3064166812
717	0.3063234714
718	0.3062723109
719	0.3062095698
720	0.3061052278
721	0.3060439795
722	0.3058939002
723	0.3057742519
724	0.3056907503
725	0.3055925588
726	0.3055306598
727	0.3053866653
728	0.3052263532
729	0.3051505304
730	0.3051097441
731	0.3050332638
732	0.3048690561
733	0.3047132928
734	0.304623056
735	0.3045290644
736	0.304457213
737	0.3043808185
738	0.3043098686
739	0.3042619876
740	0.3041539465
741	0.3040365204
742	0.303990541
743	0.3039052299
744	0.3038336052
745	0.3038132451
746	0.3037279009
747	0.3036464421
748	0.3035565104
749	0.303445303
750	0.3033687145
751	0.3032774894
752	0.3031563853
753	0.3030356556
754	0.3029697275
755	0.3028823898
756	0.302779286
757	0.3027274418
758	0.3026113962
759	0.302547305
760	0.3024633864
761	0.3023841872
762	0.3023372406
763	0.3022506657
764	0.3021600381
765	0.3020519923
766	0.3019050976
767	0.3018415936
768	0.3017890723
769	0.3017303115
770	0.3016528243
771	0.3015342821
772	0.3014387075
773	0.3013922189
774	0.3012914469
775	0.3012496858
776	0.3012042398
777	0.3010727928
778	0.30096284
779	0.300924199
780	0.3008809833
781	0.300708381
782	0.3006203022
783	0.3005192909
784	0.3004377586
785	0.3003944336
786	0.3002885315
787	0.300213244
788	0.3001718258
789	0.3000757378
790	0.3000088456
791	0.299922223
792	0.299825629
793	0.2997411195
794	0.2996989009
795	0.2995267938
796	0.2994319025
797	0.2993704111
798	0.299313845
799	0.2992742704
800	0.2991936466
801	0.2990888697
802	0.2990224272
803	0.2989416659
804	0.2987946987
805	0.2987128067
806	0.2985885109
807	0.2984875341
808	0.2984341866
809	0.2983974741
810	0.2983214
811	0.2982018147
812	0.2980970086
813	0.2980103863
814	0.2979267965
815	0.2978919102
816	0.2977641172
817	0.2976794464
818	0.2975783931
819	0.2974905567
820	0.2974097178
821	0.2973842698
822	0.2973294771
823	0.2972396707
824	0.2971350527
825	0.2970971029
826	0.2970249065
827	0.2969379406
828	0.296911756
829	0.2967957207
830	0.2966940705
831	0.2966602948
832	0.2965815126
833	0.2965012222
834	0.2964232089
835	0.2963185588
836	0.2962614587
837	0.2961674177
838	0.2960817732
839	0.2959874916
840	0.2958653549
841	0.2957832371
842	0.2956835001
843	0.2955920554
844	0.2954971547
845	0.2953964923
846	0.2953416009
847	0.2952658516
848	0.2951391317
849	0.2950700318
850	0.2949717586
851	0.2948435079
852	0.2947250182
853	0.2946669421
854	0.2945137179
855	0.2944121925
856	0.2943341329
857	0.294276004
858	0.2941926148
859	0.2941188775
860	0.2940177946
861	0.2939911323
862	0.2939670587
863	0.2938879868
864	0.2937884605
865	0.2937071784
866	0.2936097925
867	0.2935053773
868	0.2933923502
869	0.2933324441
870	0.2933060964
871	0.2932310091
872	0.2931675128
873	0.2930532606
874	0.2929514052
875	0.292816758
876	0.2927613496
877	0.2926790862
878	0.2925907738
879	0.2925237
880	0.2924741329
881	0.2924216929
882	0.2923286224
883	0.2922667134
884	0.2921852618
885	0.2920766195
886	0.2919874
887	0.2918677866
888	0.2917307672
889	0.2916312288
890	0.2915856382
891	0.291539173
892	0.2914666532
893	0.2913617476
894	0.2912886417
895	0.291159327
896	0.2910330685
897	0.2909365058
898	0.2909135382
899	0.2907999338
900	0.2906793736
901	0.2905607071
902	0.2905424012
903	0.2904671636
904	0.2903995788
905	0.2903056527
906	0.2902518167
907	0.2901136869
908	0.290022843
909	0.2899400568
910	0.2898560197
911	0.2898114578
912	0.2897418247
913	0.2896781045
914	0.2896087288
915	0.2895516231
916	0.2894686533
917	0.2893517777
918	0.2893284176
919	0.2892725687
920	0.2891880269
921	0.2891055393
922	0.2890566317
923	0.2889592958
924	0.2888599568
925	0.2887534305
926	0.2886830624
927	0.2886168456
928	0.2885448876
929	0.2885054036
930	0.288434653
931	0.2883823852
932	0.2882730678
933	0.2882452555
934	0.2881883277
935	0.2881126945
936	0.2879760619
937	0.2879006088
938	0.2877852418
939	0.2877113118
940	0.2876361546
941	0.2874960751
942	0.287371656
943	0.2872836227
944	0.287224939
945	0.2871413742
946	0.2870496379
947	0.2869534459
948	0.286882997
949	0.2868059478
950	0.2866760217
951	0.2866259847
952	0.2865928726
953	0.2865009628
954	0.2864026756
955	0.2863333285
956	0.2862774703
957	0.2862386305
958	0.2861778908
959	0.2861368175
960	0.28611489
961	0.2860183821
962	0.2859503268
963	0.2858729426
964	0.2857852747
965	0.2857482864
966	0.2856924181
967	0.2856371829
968	0.2855628509
969	0.2854583761
970	0.2853774349
971	0.2853348664
972	0.2852692635
973	0.2852374503
974	0.2851823861
975	0.2851118166
976	0.2850487517
977	0.2849790641
978	0.2848489393
979	0.2847417094
980	0.2846605799
981	0.2846237545
982	0.2845633331
983	0.2844830395
984	0.2844616296
985	0.2843965319
986	0.284303374
987	0.2841743748
988	0.2840594127
989	0.2839635662
990	0.2838979523
991	0.2838289879
992	0.2837521152
993	0.2836310648
994	0.2835803987
995	0.2835271953
996	0.2834643562
997	0.2833410838
998	0.2833029193
999	0.2832576586
