iter	Logloss
330	0.1015138017
331	0.1013555641
332	0.101234469
333	0.1010821886
334	0.1010257435
335	0.100950483
336	0.1008139126
337	0.1007244751
338	0.1006000581
339	0.1004992909
340	0.1003453464
341	0.1002661077
342	0.1001344875
343	0.1000424981
344	0.09991107523
345	0.09984251056
346	0.09977066623
347	0.09967163667
348	0.09952239324
349	0.09942375362
350	0.09928430854
351	0.09911817241
352	0.09896301804
353	0.09883574182
354	0.09875349677
355	0.09866281719
356	0.09852208308
357	0.09836116932
358	0.09828081526
359	0.09812034227
360	0.09798768741
361	0.09781537872
362	0.09770245328
363	0.09757438132
364	0.09744977146
365	0.09730545015
366	0.0971727707
367	0.09704343042
368	0.09693598638
369	0.09679504096
370	0.09667935438
371	0.09658774092
372	0.09648210893
373	0.09635817248
374	0.09628852909
375	0.09624121248
376	0.09609392461
377	0.09598254986
378	0.09583551016
379	0.09574750016
380	0.09566805016
381	0.09553922153
382	0.09544072815
383	0.09527537034
384	0.09520244231
385	0.09513674975
386	0.09502488342
387	0.09491761804
388	0.09487453465
389	0.09473716951
390	0.09463700564
391	0.09449308222
392	0.09438895747
393	0.09427016601
394	0.09420601226
395	0.09406611081
396	0.0939851304
397	0.09387619411
398	0.09379599471
399	0.09373319541
400	0.09365925722
401	0.09360336027
402	0.09353700943
403	0.0934847348
404	0.09333488355
405	0.09323585065
406	0.09315489813
407	0.09303993249
408	0.09290085233
409	0.09280268729
410	0.09268532557
411	0.09260636394
412	0.09250689754
413	0.09241173125
414	0.09232421483
415	0.09221873857
416	0.09210533814
417	0.09200944673
418	0.0918948688
419	0.091834663
420	0.09173216777
421	0.09162974212
422	0.09151509089
423	0.09141855071
424	0.09134718329
425	0.09121515175
426	0.09114725396
427	0.09104891647
428	0.09098525529
429	0.09083226228
430	0.09073320098
431	0.09064039525
432	0.09057103159
433	0.09043941394
434	0.09027465657
435	0.09020651516
436	0.09006448083
437	0.08992281897
438	0.08983497227
439	0.08973385149
440	0.08964853576
441	0.08949855508
442	0.08938837277
443	0.08930510686
444	0.08920246538
445	0.08911880915
446	0.08901882758
447	0.08897145175
448	0.08890920072
449	0.08881313755
450	0.08873166402
451	0.08862240108
452	0.08850886234
453	0.08840252585
454	0.08836708481
455	0.08829192447
456	0.0881850131
457	0.0880873434
458	0.08797120351
459	0.08784894528
460	0.08774442018
461	0.08763960405
462	0.08755573957
463	0.08743743629
464	0.0873511257
465	0.08726744531
466	0.08715141108
467	0.08701760313
468	0.08695854584
469	0.08688459624
470	0.08678899155
471	0.08669477825
472	0.0865635836
473	0.08650821306
474	0.08643333825
475	0.08635107472
476	0.08624876096
477	0.08617163303
478	0.08611786281
479	0.08601851397
480	0.08592312897
481	0.0858073286
482	0.08576889519
483	0.08570938462
484	0.08558438543
485	0.08543230322
486	0.08534065834
487	0.08520994842
488	0.08513281132
489	0.08505357906
490	0.08498035689
491	0.08489404569
492	0.084834272
493	0.08475628313
494	0.08463971408
495	0.08458981379
496	0.08446489864
497	0.08438439875
498	0.08432806792
499	0.08426906422
500	0.08418409068
501	0.08408772641
502	0.08400788445
503	0.08393216623
504	0.08387098286
505	0.08376925932
506	0.08367577212
507	0.0836033079
508	0.08349627665
509	0.08346986099
510	0.08337706006
511	0.08326134162
512	0.08318425144
513	0.08312321119
514	0.08304921912
515	0.08298649781
516	0.08291582391
517	0.08287406716
518	0.08280115006
519	0.08269639656
520	0.08259381515
521	0.08252591062
522	0.08246110638
523	0.08241458613
524	0.08235581964
525	0.082305814
526	0.08219619485
527	0.08210540274
528	0.08202102523
529	0.08194197985
530	0.08181811876
531	0.0817729252
532	0.08172480909
533	0.08166837592
534	0.08161486099
535	0.08153613871
536	0.08141872375
537	0.0813472988
538	0.0812404121
539	0.08112832304
540	0.08102083187
541	0.0809738187
542	0.08089245771
543	0.08080633648
544	0.08075380365
545	0.08072622059
546	0.08066937055
547	0.08059070348
548	0.08050588281
549	0.08043153674
550	0.08034136948
551	0.08022520913
552	0.08015463471
553	0.08007282282
554	0.08001196763
555	0.07995228485
556	0.07988181769
557	0.07981526441
558	0.07970021424
559	0.07964807052
560	0.07955907469
561	0.07947893365
562	0.07941982285
563	0.07934339982
564	0.0792683801
565	0.07918031121
566	0.07908334985
567	0.07904801265
568	0.07893884331
569	0.07886066338
570	0.07878458771
571	0.07869790182
572	0.0786325421
573	0.07855796856
574	0.07847788566
575	0.07839388076
576	0.0783398875
577	0.07825000371
578	0.07821050957
579	0.07812433507
580	0.0780534096
581	0.07797369772
582	0.0779007771
583	0.07781473879
584	0.07772793283
585	0.07757417781
586	0.07751650675
587	0.07744126389
588	0.07737943384
589	0.07735419447
590	0.07727908316
591	0.07722978974
592	0.07718483946
593	0.07713274696
594	0.07709111156
595	0.0770187466
596	0.07691424784
597	0.07686324011
598	0.07680968386
599	0.07674032821
600	0.07666780344
601	0.07661431436
602	0.07655047144
603	0.0764395652
604	0.07632102466
605	0.07625216148
606	0.07617486593
607	0.0761197659
608	0.07602530505
609	0.07590852187
610	0.07588883928
611	0.07582582083
612	0.07574091442
613	0.0756784543
614	0.07561194956
615	0.07552246863
616	0.07543122003
617	0.07535883194
618	0.07531120369
619	0.07524601368
620	0.07516536138
621	0.07509909775
622	0.07505487373
623	0.07502440367
624	0.07497647519
625	0.07486848648
626	0.0748164568
627	0.07475686921
628	0.07468860885
629	0.07463067097
630	0.07455762791
631	0.0744920178
632	0.07440761532
633	0.07432560314
634	0.07425013556
635	0.07418776534
636	0.07409979836
637	0.07402419926
638	0.07395508694
639	0.07391392549
640	0.07384896949
641	0.07378558949
642	0.07368111854
643	0.07362845016
644	0.07355845549
645	0.0734988516
646	0.07343499883
647	0.07332708704
648	0.0732643101
649	0.07323830164
650	0.07313998081
651	0.07310044314
652	0.07303320688
653	0.07295074917
654	0.07289320307
655	0.07280692736
656	0.07275263869
657	0.07269056336
658	0.07259168468
659	0.07254511657
660	0.07249341541
661	0.07240013277
662	0.07234685155
663	0.0722715752
664	0.07219348664
665	0.07214358325
666	0.07206943355
667	0.07198975143
668	0.07191192999
669	0.07183774866
670	0.07173731869
671	0.07170428618
672	0.07164534285
673	0.07160478582
674	0.0715100704
675	0.07144288789
676	0.07139051196
677	0.07130348028
678	0.0711904085
679	0.07117097701
680	0.07111285377
681	0.07102562884
682	0.07094104429
683	0.07088080495
684	0.07078957874
685	0.07071867959
686	0.07066717769
687	0.07057696426
688	0.07051326181
689	0.07044922472
690	0.07035393984
691	0.07022900313
692	0.07019164142
693	0.07016534807
694	0.07005678476
695	0.07000196249
696	0.06992769021
697	0.06985508721
698	0.06983363936
699	0.06976744526
700	0.06972072818
701	0.06963870728
702	0.0695768171
703	0.06948633234
704	0.06943098346
705	0.06931284105
706	0.06921368366
707	0.06913313224
708	0.06907450338
709	0.06904963811
710	0.06900932053
711	0.06893744161
712	0.06890581449
713	0.06882064306
714	0.0687337486
715	0.06867604272
716	0.06862307469
717	0.06855376319
718	0.06848090171
719	0.06842239559
720	0.06835958941
721	0.06824681882
722	0.06816349656
723	0.06813691001
724	0.06806043659
725	0.06800897187
726	0.06795781894
727	0.06788472833
728	0.06785333157
729	0.0677554223
730	0.06768416243
731	0.06764093959
732	0.06755424708
733	0.06744133642
734	0.06735869048
735	0.06727542295
736	0.06722606749
737	0.06713816244
738	0.06707133442
739	0.06703577416
740	0.06697219303
741	0.06690713405
742	0.066844389
743	0.0667819228
744	0.06671100312
745	0.06664228025
746	0.06659407717
747	0.06657401588
748	0.06650677664
749	0.06642822081
750	0.06634611539
751	0.0662925668
752	0.0662088834
753	0.06615746335
754	0.06607625858
755	0.06604639576
756	0.06599652275
757	0.06592463434
758	0.06586158952
759	0.06580870385
760	0.06577824001
761	0.06571694675
762	0.06564711626
763	0.06557000349
764	0.06549330429
765	0.06543364835
766	0.06538194899
767	0.06534872348
768	0.06528719722
769	0.06518285784
770	0.06513270304
771	0.06509491162
772	0.06501864605
773	0.06496418719
774	0.06490083407
775	0.0648556919
776	0.06481123135
777	0.06475841718
778	0.06471340286
779	0.06464432504
780	0.06459101311
781	0.06451873833
782	0.06447085548
783	0.06441626671
784	0.0643806529
785	0.06432703379
786	0.0642824171
787	0.06421978329
788	0.06417297686
789	0.06410496098
790	0.0640209061
791	0.06396878419
792	0.06390366738
793	0.06381513674
794	0.06372497072
795	0.06366845791
796	0.06362270158
797	0.06358864915
798	0.06351558196
799	0.06346543973
800	0.06341435915
801	0.06335906674
802	0.06330350482
803	0.06320127949
804	0.06316658046
805	0.06312595818
806	0.06308308527
807	0.06303877919
808	0.06296981684
809	0.06291221292
810	0.06285493114
811	0.06279464546
812	0.06272797098
813	0.06269430122
814	0.06265555311
815	0.06258001903
816	0.06252199583
817	0.06247098212
818	0.06239972242
819	0.06236363382
820	0.06230541666
821	0.06224357565
822	0.06217142245
823	0.0621083061
824	0.06203468561
825	0.06194330289
826	0.0618811356
827	0.06178565093
828	0.06174031505
829	0.06165774723
830	0.06159843117
831	0.06155489684
832	0.06148648263
833	0.06144789884
834	0.06138743174
835	0.06131253766
836	0.06127461203
837	0.06124441254
838	0.06120295644
839	0.06114518941
840	0.0611186156
841	0.0610609131
842	0.06097838646
843	0.06090338232
844	0.06085554159
845	0.06082078747
846	0.06073046863
847	0.06069585755
848	0.06064759465
849	0.0605689456
850	0.06048864356
851	0.06040887409
852	0.06031449658
853	0.06024696909
854	0.06018522814
855	0.06008337036
856	0.06000302411
857	0.05997455777
858	0.05994074105
859	0.05987589727
860	0.05982746908
861	0.05975975322
862	0.05969380199
863	0.0596621516
864	0.05964079879
865	0.05958239674
866	0.05955031558
867	0.05950834383
868	0.05944597387
869	0.05937010117
870	0.05930272982
871	0.05921946227
872	0.05917218927
873	0.05911624974
874	0.0590645046
875	0.05899363766
876	0.0589458687
877	0.05891619116
878	0.05887038171
879	0.05880153225
880	0.05876520301
881	0.05869106245
882	0.05866603838
883	0.05863248827
884	0.05860657563
885	0.05858004346
886	0.05852460999
887	0.05849294957
888	0.05842906056
889	0.05835421573
890	0.05830036387
891	0.05822043825
892	0.05816470258
893	0.05808833043
894	0.05801459902
895	0.05795909044
896	0.05793030641
897	0.0579210647
898	0.05786379967
899	0.0577901465
900	0.0577455752
901	0.05770126735
902	0.05769403331
903	0.05765301495
904	0.05758764551
905	0.05755106076
906	0.0574999773
907	0.05744760711
908	0.05738789011
909	0.05733653142
910	0.05731723605
911	0.05726447062
912	0.05721801815
913	0.05714719727
914	0.05710857725
915	0.05704114768
916	0.05699914445
917	0.05695513861
918	0.05689792587
919	0.05686426814
920	0.05679152521
921	0.05674422851
922	0.05669749362
923	0.05663732124
924	0.05658814401
925	0.05652751875
926	0.05647587775
927	0.05643489767
928	0.05636538404
929	0.05627359247
930	0.05621126147
931	0.05616643038
932	0.0561301474
933	0.05610033714
934	0.05604478407
935	0.05599718393
936	0.05596394057
937	0.05591434709
938	0.05584863221
939	0.05579814183
940	0.05573622545
941	0.05568982003
942	0.05564974937
943	0.05560907245
944	0.05556428796
945	0.05554265936
946	0.05550702021
947	0.05545230834
948	0.0554248585
949	0.05537678963
950	0.05535386588
951	0.05529666514
952	0.0552433409
953	0.05514338452
954	0.05507149031
955	0.05502131541
956	0.05498366376
957	0.05493994822
958	0.05489726769
959	0.05487017713
960	0.05481756245
961	0.05478433271
962	0.05477251177
963	0.05472174439
964	0.05467627032
965	0.05465291477
966	0.05463040709
967	0.05458799958
968	0.05452760395
969	0.0544955811
970	0.05441985528
971	0.05435646511
972	0.05427726108
973	0.05420517827
974	0.05414931479
975	0.0541166301
976	0.05405679587
977	0.05401457533
978	0.05398280542
979	0.05391242092
980	0.05387176616
981	0.05379410063
982	0.05376193122
983	0.0537212819
984	0.05365333206
985	0.05357438834
986	0.0535243496
987	0.05346567021
988	0.05341179634
989	0.05336164446
990	0.05330993587
991	0.05325764926
992	0.05321464376
993	0.05317038603
994	0.05313470494
995	0.05306717711
996	0.05301457234
997	0.05300109925
998	0.05294540594
999	0.05291867762
